Opérateur;Année;Filière;Consommation Agriculture (MWh);Nombre de points Agriculture;Nombre de mailles secretisées (agriculture);Indique qualité Agriculture;Consommation Industrie (MWh);Nombre de points Industrie;Nombre de mailles secretisées (industrie);Indice qualité Industrie;Consommation Tertiaire  (MWh);Nombre de points Tertiaire;Nombre de mailles secretisées (tertiaire);Indice qualité Tertiaire;Consommation Résidentiel  (MWh);Nombre de points Résidentiel;Nombre de mailles secretisées (résidentiel);Indice qualité Résidentiel;Thermosensibilité (MWh/degré-jour);Part Thermosensible;Consommation Secteur Inconnu (MWh);Nombre de points Secteur Inconnu;Nombre de mailles secretisées (secteur inconnu);Indice qualité Non Affecté;Code Commune;Libellé Commune;Code EPCI;Libellé EPCI;Code Département;Libellé Département;Code Région;Libellé Région;id_filiere;Consommation totale (MWh);Code_postal
Enedis;2016;Electricité;574.55;3;0;0.98;0.0;0;0;0.0;2106.75;10;0;0.96;11987.61;1756;0;0.481;0.0;0.0;0.0;0;0;0.0;35245;Romillé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;14668.91;35850
Enedis;2019;Electricité;614.650844674944;9;0;0.74;1015.68047047555;25;0;0.631;1784.3282719858;139;0;0.616;8341.34280600279;1887;0;0.554;1.47675686;24.9;289.640050987934;42;0;0.671;35076;Chavagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;12045.64244412702;35310
Enedis;2019;Electricité;526.402816985741;7;0;0.859;49.5684098196271;1;1;0.896;785.675613764671;49;0;0.868;4987.02882369629;931;0;0.812;0.822835592;23.2;144.834696588656;19;0;0.658;35080;Cintré;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;6493.510360854984;35310
Enedis;2019;Electricité;61.737543687191;7;0;0.548;31958.5114464674;33;0;0.867;5031.32793288713;186;0;0.777;8207.86411066676;2105;0;0.756;1.258115775;21.6;259.954017867655;33;0;0.53;35131;L'Hermitage;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;45519.39505157614;35590
Enedis;2019;Electricité;862.271833333333;1;16;1.0;76775.49255441;1087;30;0.748;531983.392989121;17898;1;0.778;290636.328211138;124876;2;0.751;35.827351383;17.3;24309.729833547;3856;4;0.689;35238;Rennes;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;924567.2154215494;35700/35200/35000
RTE;2012;Electricité;0.0;0;0;0.0;80886.24;1;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0;0;0.0;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;80886.24;35131
Enedis;2012;Electricité;0.0;0;0;0.0;1457.06;9;0;0.92;4180.9;13;0;0.974;5560.39;815;0;0.387;0.0;0.0;0.0;0;0;0.0;35039;Brécé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;11198.349999999999;35530
Enedis;2012;Electricité;0.0;0;0;0.0;90.64;1;0;0.91;128.91;2;0;0.896;5762.46;856;0;0.315;0.0;0.0;0.0;0;0;0.0;35079;Chevaigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;5982.01;35250
Enedis;2012;Electricité;0.0;0;0;0.0;5196.56;20;0;0.958;19467.37;69;0;0.968;21155.65;3948;0;0.402;0.0;0.0;1.43;1;0;1.0;35240;Le Rheu;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;45821.01;35650/35650
GRDF;2016;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;5266.0;435;0;0.0;0.0;0.0;0.0;0;0;0.0;35079;Chevaigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;5266.0;35250
GRDF;2020;Gaz;282.628;1;1;1.0;108083.99299;9;0;0.445;652.22357;15;0;0.857;10701.09406;1060;0;0.908;0.0;0.0;0.0;0;0;0.0;35059;La Chapelle-des-Fougeretz;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;119719.93862;35520
GRDF;2020;Gaz;0.0;0;0;0.0;144.3523;3;0;0.127;785.98981;2;1;1.0;4495.77247;469;0;0.375;0.0;0.0;0.0;0;0;0.0;35088;Corps-Nuds;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;5426.1145799999995;35150
GRDF;2020;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;1;0.0;2946.03661;336;0;0.0316;0.0;0.0;0.0;0;1;0.0;35065;La Chapelle-Thouarault;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;2946.03661;35590
GRDF;2020;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;140.27369;6;0;1.0;4709.04048;466;0;0.923;0.0;0.0;0.0;0;1;0.0;35079;Chevaigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;4849.31417;35250
GRDF;2020;Gaz;0.0;0;0;0.0;67906.087;1;1;1.0;13812.27092;15;0;0.574;12468.97026;1335;0;0.0763;0.0;0.0;0.0;0;1;0.0;35131;L'Hermitage;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;94187.32818;35590
GRDF;2020;Gaz;4162.58306;2;0;1.0;1288.94992;6;0;0.167;5987.15394;38;1;0.211;30448.99579;2434;0;0.0694;0.0;0.0;0.0;0;0;0.0;35210;Pacé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;41887.68271;35740
GRDF;2020;Gaz;0.0;0;1;0.0;0.0;0;0;0.0;729.39355;2;1;1.0;4772.00708;450;0;0.148;0.0;0.0;0.0;0;1;0.0;35245;Romillé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;5501.40063;35850
GRT Gaz;2019;Gaz;0.0;0;0;0.0;281408.0;2;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0;0;0.0;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;281408.0;35131
GRDF;2017;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;404.0;1;0;1.0;4749.0;368;0;0.03;2.146;0.74;416.0;1;0;1.0;35245;Romillé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;5569.0;35850
GRDF;2017;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;2195.0;6;0;1.0;30993.0;2396;0;0.0322;13.748;0.741;0.0;0;0;0.0;35334;Thorigné-Fouillard;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;33188.0;35235
GRDF;2019;Gaz;0.0;0;0;0.0;3489.04237;17;0;0.235;24357.1449;122;0;0.235;52473.81345;5113;0;0.0266;0.0;0.0;12.81598;2;0;0.379;35047;Bruz;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;80332.8167;35170/35170
GRDF;2019;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;281.16973;4;0;0.0;2653.25824;328;0;0.0195;0.0;0.0;0.0;0;0;0.0;35065;La Chapelle-Thouarault;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;2934.42797;35590
Enedis;2020;Electricité;405.1750127;14;0;0.873;173.77184172;10;0;0.288;978.47817973;73;0;0.64;5080.05696;954;0;0.765;0.878399474;20.1;0.0;0;1;0.0;35079;Chevaigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;6637.48199415;35250
Enedis;2020;Electricité;1019.5027034;25;0;0.45;933.58125118;18;0;0.721;2018.997019239;145;0;0.796;8284.611441;1462;0;0.722;1.598232297;22.4;0.0;0;1;0.0;35088;Corps-Nuds;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;12256.692414819;35150
GRDF;2011;Gaz;0.0;0;0;0.0;9545.0;2;0;1.0;0.0;0;0;0.0;12410.0;1149;0;0.704;0.0;0.0;0.0;0;0;0.0;35001;Acigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;21955.0;35690
GRDF;2011;Gaz;0.0;0;0;0.0;1297.0;1;0;1.0;0.0;0;0;0.0;7488.0;632;0;0.03;0.0;0.0;0.0;0;0;0.0;35120;Gévezé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;8785.0;35850
GRDF;2013;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;2737.0;249;0;0.0;0.0;0.0;0.0;0;0;0.0;35065;La Chapelle-Thouarault;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;2737.0;35590
GRDF;2013;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;10732.0;749;0;0.06;0.0;0.0;0.0;0;0;0.0;35076;Chavagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;10732.0;35310
GRDF;2013;Gaz;3403.0;2;0;1.0;1109.0;1;0;1.0;6043.0;8;0;1.0;36210.0;2186;0;0.0167;0.0;0.0;0.0;0;0;0.0;35210;Pacé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;46765.0;35740
GRDF;2013;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;2612.0;6;0;1.0;32510.0;2132;0;0.0335;0.0;0.0;0.0;0;0;0.0;35334;Thorigné-Fouillard;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;35122.0;35235
Enedis;2014;Electricité;0.0;0;0;0.0;8023.18;15;0;0.97;1184.35;12;0;0.909;17546.15;3034;0;0.386;0.0;0.0;0.0;0;0;0.0;35001;Acigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;26753.68;35690
Enedis;2014;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;3170.35;403;0;0.313;0.0;0.0;0.0;0;0;0.0;35144;Langan;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;3170.35;35850
Enedis;2014;Electricité;566.48;4;0;0.913;393.51;4;0;0.933;428.53;7;0;0.881;8549.49;1270;0;0.45;0.0;0.0;0.0;0;0;0.0;35204;Nouvoitou;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;9938.01;35410
Enedis;2014;Electricité;274.92;1;0;0.889;9214.51;22;0;0.966;46301.98;176;0;0.944;30441.85;5055;0;0.352;0.0;0.0;0.0;0;0;0.0;35278;Saint-Grégoire;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;86233.26000000001;35760
Enedis;2019;Electricité;187.743466559145;10;0;0.564;1049.91661803863;14;0;0.854;4234.09253511656;81;0;0.811;4075.07728287079;781;0;0.825;0.719573925;24.8;263.447115996183;20;0;0.779;35039;Brécé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;9810.277018581308;35530
Enedis;2019;Electricité;321.337049944815;8;3;0.757;6085.41711445672;91;0;0.593;55198.3929046475;959;0;0.653;35131.325706498;9112;1;0.569;5.996364268;24.0;1396.69103932538;152;1;0.465;35047;Bruz;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;98133.16381487242;35170/35170
Enedis;2019;Electricité;744.103129194063;30;1;0.695;21677.2196529037;157;3;0.828;118029.343805486;1667;0;0.804;42289.6211786702;8585;1;0.836;7.194154008;23.9;2585.80260698103;205;2;0.649;35051;Cesson-Sévigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;185326.09037323503;35510
Enedis;2017;Electricité;0.0;0;0;0.0;8066.16;13;0;0.972;1464.4;13;0;0.907;18069.4;3233;0;0.6;3.889;0.299;0.0;0;0;0.0;35001;Acigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;27599.96;35690
Enedis;2017;Electricité;138.94;1;0;0.889;4854.0;30;0;0.937;44513.97;133;0;0.956;45422.02;9647;0;0.446;8.844;0.27;0.0;0;0;0.0;35047;Bruz;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;94928.93;35170/35170
Enedis;2017;Electricité;255.69;2;0;0.909;489.54;1;0;1.0;0.0;0;0;0.0;4069.78;717;0;0.682;0.68;0.23;0.0;0;0;0.0;35216;Parthenay-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;4815.01;35850
Enedis;2017;Electricité;1037.21;2;0;0.971;71091.32;201;0;0.919;419592.27;1367;0;0.959;449350.67;141666;0;0.494;59.594;0.185;107.6;1;0;0.446;35238;Rennes;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;941179.07;35700/35200/35000
Enedis;2017;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;147.43;2;0;0.873;4307.09;609;0;0.495;0.999;0.32;0.0;0;0;0.0;35351;Le Verger;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;4454.52;35160
GRDF;2019;Gaz;0.0;0;0;0.0;843.107;1;0;1.0;1386.79051;20;0;0.247;10114.65749;1025;0;0.358;0.0;0.0;19.39231;2;0;0.0;35120;Gévezé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;12363.94731;35850
GRDF;2019;Gaz;0.0;0;0;0.0;1599.58561;15;0;0.0667;24737.8106;102;0;0.234;38423.51641;4277;0;0.125;0.0;0.0;441.15363;3;0;0.333;35281;Saint-Jacques-de-la-Lande;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;65202.066249999996;35136
GRDF;2019;Gaz;0.0;0;0;0.0;51.66684;2;0;0.0;1256.49963;14;0;0.35;11704.61355;1204;0;0.0176;0.0;0.0;0.0;0;0;0.0;35363;Pont-Péan;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;13012.78002;35131
GRDF;2020;Gaz;0.0;0;0;0.0;1349.91907;11;2;0.202;19024.78112;87;0;0.279;55208.03186;5318;0;0.0818;0.0;0.0;0.0;0;3;0.0;35047;Bruz;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;75582.73205;35170/35170
GRDF;2020;Gaz;0.0;0;0;0.0;12027.16857;2;0;1.0;206.9455;11;0;0.229;7150.05696;688;0;0.0419;0.0;0.0;0.0;0;1;0.0;35139;Laillé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;19384.171029999998;35890
GRDF;2018;Gaz;0.0;0;0;0.0;1483.99632;15;0;0.0667;26268.14318;103;0;0.229;38222.9664;4195;0;0.104;0.0;0.0;137.17268;3;0;0.333;35281;Saint-Jacques-de-la-Lande;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;66112.27858;35136
GRT Gaz;2015;Gaz;0.0;0;0;0.0;176654.87;2;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0;0;0.0;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;176654.87;35131
GRDF;2015;Gaz;0.0;0;0;0.0;9664.0;2;0;1.0;0.0;0;0;0.0;14002.0;1378;0;0.0075;0.0;0.0;0.0;0;0;0.0;35001;Acigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;23666.0;35690
GRDF;2015;Gaz;0.0;0;0;0.0;1461.0;1;0;1.0;2571.0;8;0;1.0;31782.0;2743;0;0.00623;0.0;0.0;0.0;0;0;0.0;35024;Betton;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;35814.0;35830
GRDF;2015;Gaz;0.0;0;0;0.0;3877.0;3;0;1.0;8277.0;8;0;1.0;27575.0;2261;0;0.0225;0.0;0.0;0.0;0;0;0.0;35240;Le Rheu;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;39729.0;35650/35650
GRDF;2015;Gaz;823.0;1;0;1.0;2698.0;1;0;1.0;4924.0;2;0;1.0;14000.0;991;0;0.03;0.0;0.0;0.0;0;0;0.0;35353;Vezin-le-Coquet;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;22445.0;35132
GRDF;2016;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;10148.0;862;0;0.0;0.0;0.0;1283.0;1;0;1.0;35032;Bourgbarré;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;11431.0;35230
GRDF;2016;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;616.0;1;0;1.0;10031.0;643;0;0.0;0.0;0.0;0.0;0;0;0.0;35189;Montgermont;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;10647.0;35760
GRDF;2016;Gaz;5484.0;2;0;1.0;3687.0;2;0;1.0;5397.0;8;0;1.0;31056.0;2272;1;0.00991;0.0;0.0;0.0;0;1;0.0;35352;Vern-sur-Seiche;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;45624.0;35770
Enedis;2016;Electricité;0.0;0;0;0.0;375.55;5;0;0.903;3407.62;27;0;0.891;11096.48;1745;0;0.368;0.0;0.0;81.54;1;0;0.917;35189;Montgermont;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;14961.19;35760
GRDF;2018;Gaz;15901.022;1;1;1.0;719.1315;6;0;0.167;105303.55585;26;0;0.0385;10821.09555;1027;0;0.00206;0.0;0.0;0.0;0;0;0.0;35059;La Chapelle-des-Fougeretz;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;132744.80490000002;35520
GRDF;2018;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;284.59226;4;0;0.0;2667.70225;320;0;0.00504;0.0;0.0;0.0;0;0;0.0;35065;La Chapelle-Thouarault;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;2952.2945099999997;35590
GRDF;2018;Gaz;0.0;0;0;0.0;12824.80718;2;1;1.0;1008.93502;12;0;0.326;7117.96126;630;0;0.00203;0.0;0.0;0.0;0;0;0.0;35139;Laillé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;20951.70346;35890
GRDF;2018;Gaz;0.0;0;0;0.0;85.94314;1;0;0.0;0.0;0;0;0.0;3424.97775;345;0;0.00164;0.0;0.0;0.0;0;0;0.0;35216;Parthenay-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;3510.92089;35850
Enedis;2020;Electricité;63.88069038;6;0;0.849;32046.98123033;32;0;0.872;4911.100115;216;0;0.738;8303.824841;2116;0;0.744;1.232005086;17.3;0.0;0;1;0.0;35131;L'Hermitage;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;45325.78687671;35590
Enedis;2020;Electricité;446.6145516;14;1;0.376;10416.313092655;88;1;0.805;17704.306184398;586;1;0.73;15118.485191;3708;1;0.771;2.215876308;17.1;77.55250605;8;3;0.207;35352;Vern-sur-Seiche;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;43763.271525703;35770
GRDF;2017;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;1264.0;3;0;1.0;29265.0;2353;1;0.0379;10.169;0.742;945.0;3;0;1.0;35066;Chartres-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;31474.0;35131
GRDF;2017;Gaz;0.0;0;0;0.0;73469.0;2;0;1.0;165.0;1;0;1.0;14164.0;1219;0;0.05;5.135;0.77;0.0;0;0;0.0;35131;L'Hermitage;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;87798.0;35590
GRDF;2017;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;3332.0;339;0;0.0;0.0;0.0;0.0;0;0;0.0;35216;Parthenay-de-Bretagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;3332.0;35850
Enedis;2018;Electricité;837.519043137325;21;0;0.496;1042.92836212599;12;0;0.627;1810.17927764906;110;0;0.572;8445.44447282829;1396;0;0.421;2.27081568869868;37.7;390.544010281227;37;0;0.508;35088;Corps-Nuds;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;12526.615166021891;35150
Enedis;2018;Electricité;1511.88215340876;39;0;0.819;238.341626567453;20;0;0.533;2592.24124657022;113;0;0.848;9638.63259629951;1616;0;0.802;1.77462135364651;25.8;347.014108591997;39;0;0.893;35245;Romillé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;14328.11173143794;35850
Enedis;2018;Electricité;444.109892274678;16;1;0.538;10943.8032351264;78;2;0.585;17191.4958408357;457;1;0.574;14776.6397506347;3504;1;0.435;2.84722524802184;27.0;1064.2183341692;126;1;0.5;35352;Vern-sur-Seiche;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;44420.267053040676;35770
GRDF;2014;Gaz;0.0;0;0;0.0;2393.0;2;0;1.0;10629.0;14;0;1.0;38814.0;3120;0;0.0464;0.0;0.0;0.0;0;0;0.0;35055;Chantepie;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;51836.0;35135
GRDF;2014;Gaz;9754.0;1;0;1.0;0.0;0;0;0.0;304.0;2;0;1.0;8380.0;767;0;0.0;0.0;0.0;0.0;0;0;0.0;35266;Saint-Erblon;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;18438.0;35230
GRDF;2014;Gaz;0.0;0;0;0.0;69.0;1;0;1.0;2037.0;3;0;0.97;9732.0;850;0;0.05;0.0;0.0;0.0;0;0;0.0;35275;Saint-Gilles;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;11838.0;35590
GRDF;2014;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;2180.0;6;0;1.0;28574.0;2263;0;0.0342;0.0;0.0;0.0;0;0;0.0;35334;Thorigné-Fouillard;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;30754.0;35235
GRDF;2014;Gaz;4292.0;2;0;1.0;5192.0;2;0;1.0;6119.0;7;0;1.0;26862.0;2196;1;0.33;0.0;0.0;0.0;0;0;0.0;35352;Vern-sur-Seiche;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;42465.0;35770
Enedis;2012;Electricité;104.17;1;0;0.889;8250.95;13;0;0.963;1138.18;12;0;0.909;18498.34;2837;0;0.343;0.0;0.0;0.0;0;0;0.0;35001;Acigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;27991.64;35690
Enedis;2012;Electricité;0.0;0;0;0.0;60.15;1;0;0.907;94.18;3;0;0.903;6040.43;892;0;0.325;0.0;0.0;0.0;0;0;0.0;35065;La Chapelle-Thouarault;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;6194.76;35590
Enedis;2012;Electricité;78.33;1;0;0.907;10694.67;5;0;0.998;1827.19;11;0;0.912;15496.34;2106;0;0.354;0.0;0.0;0.0;0;0;0.0;35139;Laillé;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;28096.53;35890
Enedis;2013;Electricité;81.53;1;0;0.97;8508.78;15;0;0.96;1234.07;12;0;0.913;19058.58;2991;0;0.385;0.0;0.0;0.0;0;0;0.0;35001;Acigné;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;28882.960000000003;35690
Enedis;2013;Electricité;375.74;2;0;0.912;345.83;2;0;0.909;2126.24;6;0;0.96;7052.57;1319;0;0.411;0.0;0.0;0.0;0;0;0.0;35266;Saint-Erblon;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;9900.38;35230
Enedis;2013;Electricité;284.55;1;0;0.915;9412.55;24;0;0.957;47380.64;169;0;0.948;32967.8;4954;0;0.462;0.0;0.0;2.66;1;0;0.981;35278;Saint-Grégoire;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;90048.20000000001;35760
Enedis;2013;Electricité;0.0;0;0;0.0;8125.92;34;0;0.959;25838.94;104;0;0.955;26419.83;6654;0;0.408;0.0;0.0;119.93;1;0;0.933;35281;Saint-Jacques-de-la-Lande;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;60504.62;35136
Enedis;2011;Electricité;417.44;2;0;0.907;595.07;4;0;0.972;622.34;6;0;0.908;9342.78;1680;0;0.34;0.0;0.0;0.0;0;0;0.0;35076;Chavagne;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;10977.630000000001;35310
Enedis;2011;Electricité;0.0;0;0;0.0;1317.92;5;0;0.934;655.43;7;0;0.879;10689.26;1754;0;0.271;0.0;0.0;0.0;0;0;0.0;35208;Orgères;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;12662.61;35230
Enedis;2011;Electricité;0.0;0;0;0.0;22.59;1;0;0.913;1436.1;6;0;0.984;4698.46;857;0;0.307;0.0;0.0;0.0;0;0;0.0;35250;Saint-Armel;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;6157.15;35230
Enedis;2011;Electricité;0.0;0;0;0.0;8066.86;28;0;0.935;23376.12;94;0;0.945;23222.93;6091;0;0.354;0.0;0.0;1.1;1;0;0.764;35281;Saint-Jacques-de-la-Lande;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;54667.01;35136
Enedis;2011;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;85.38;2;0;0.876;4163.27;595;0;0.286;0.0;0.0;0.0;0;0;0.0;35351;Le Verger;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;4248.650000000001;35160
GRDF;2016;Gaz;0.0;0;0;0.0;1307.0;2;0;1.0;2015.0;4;0;1.0;8401.0;721;0;0.0;0.0;0.0;0.0;0;0;0.0;35208;Orgères;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;11723.0;35230
GRDF;2016;Gaz;0.0;0;0;0.0;4099.0;3;0;1.0;9545.0;8;0;1.0;32523.0;2352;0;0.0217;0.0;0.0;0.0;0;0;0.0;35240;Le Rheu;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;46167.0;35650/35650
GRDF;2016;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;5163.0;403;0;0.0;0.0;0.0;0.0;0;0;0.0;35250;Saint-Armel;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;5163.0;35230
GRDF;2012;Gaz;5375.0;1;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;4026.0;271;0;0.0;0.0;0.0;0.0;0;0;0.0;35204;Nouvoitou;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;200;9401.0;35410
Enedis;2015;Electricité;0.0;0;0;0.0;66.13;1;0;0.909;105.29;3;0;0.874;5812.06;943;0;0.342;0.0;0.0;0.0;0;0;0.0;35065;La Chapelle-Thouarault;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;5983.4800000000005;35590
Enedis;2020;Electricité;502.23623107;25;0;0.641;1482.62452949;30;2;0.491;15072.044350992;503;1;0.803;25019.11042313;5702;0;0.8;4.019183092;18.7;124.4799002;4;3;0.896;35024;Betton;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;42200.495434882;35830
Enedis;2020;Electricité;222.2259694;16;0;0.905;6200.310884633;27;0;0.759;2870.28957588;151;0;0.735;8502.769162;1851;0;0.777;1.196555764;16.4;0.0;0;1;0.0;35032;Bourgbarré;243500139;Rennes Métropole;35;Ille-et-Vilaine;53;Bretagne;100;17795.595591913;35230
